"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"MidCentral","Pacific","full",40,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","full",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Pacific","full",30,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Pacific","full",55,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Pacific","full",198,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Pacific","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Pacific","full",15,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Pacific","full",1449,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Pacific","proportion",0.88936170212766,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","proportion",0.846153846153846,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Pacific","proportion",0.977272727272727,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","proportion",0.917525773195876,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","proportion",0.90795631825273,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","proportion",0.948717948717949,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","proportion",0.818181818181818,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Pacific","proportion",0.444444444444444,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Pacific","proportion",0.888888888888889,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","proportion",0.923076923076923,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Pacific","proportion",0.8,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","proportion",0.857142857142857,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Pacific","proportion",0.967741935483871,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Pacific","proportion",0.875,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Pacific","proportion",0.873015873015873,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Pacific","proportion",0.88,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Pacific","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Pacific","proportion",0.882352941176471,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Pacific","proportion",0.899441340782123,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Asian","eligible",474,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","eligible",68,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Asian","eligible",268,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","eligible",159,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","eligible",548,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","eligible",26,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","eligible",85,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Asian","eligible",30,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Asian","eligible",52,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","eligible",44,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Asian","eligible",29,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Asian","eligible",13,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Asian","eligible",71,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","eligible",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Asian","eligible",24,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Asian","eligible",177,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Asian","eligible",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Asian","eligible",547,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Asian","eligible",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Asian","eligible",15,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Asian","eligible",2642,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Asian","full",444,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","full",67,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Asian","full",261,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","full",143,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","full",523,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","full",24,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","full",78,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Asian","full",23,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Asian","full",49,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","full",40,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Asian","full",27,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Asian","full",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Asian","full",65,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Asian","full",19,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Asian","full",158,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Asian","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Asian","full",509,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Asian","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Asian","full",13,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Asian","full",2466,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Asian","proportion",0.936708860759494,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","proportion",0.985294117647059,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Asian","proportion",0.973880597014925,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","proportion",0.89937106918239,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","proportion",0.954379562043796,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","proportion",0.923076923076923,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","proportion",0.917647058823529,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Asian","proportion",0.766666666666667,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Asian","proportion",0.942307692307692,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","proportion",0.909090909090909,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Asian","proportion",0.931034482758621,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Asian","proportion",0.923076923076923,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Asian","proportion",0.915492957746479,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Asian","proportion",0.791666666666667,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Asian","proportion",0.892655367231639,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Asian","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Asian","proportion",0.930530164533821,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Asian","proportion",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Asian","proportion",0.866666666666667,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Asian","proportion",0.9333838001514,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Other","eligible",145,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","eligible",69,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Other","eligible",156,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Other","eligible",126,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Other","eligible",119,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","eligible",37,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Other","eligible",42,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Other","eligible",15,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Other","eligible",39,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","eligible",34,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Other","eligible",34,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Other","eligible",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Other","eligible",99,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Other","eligible",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Other","eligible",28,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Other","eligible",87,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Other","eligible",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Other","eligible",256,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Other","eligible",11,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Other","eligible",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Other","eligible",1336,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Other","full",122,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","full",53,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Other","full",127,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Other","full",109,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Other","full",105,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","full",31,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Other","full",35,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Other","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Other","full",31,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","full",22,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Other","full",23,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Other","full",10,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Other","full",76,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Other","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Other","full",22,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Other","full",71,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Other","full",12,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Other","full",204,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Other","full",NA,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Other","full",10,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Other","full",1074,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Auckland","Other","proportion",0.841379310344828,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","proportion",0.768115942028985,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Canterbury","Other","proportion",0.814102564102564,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Capital and Coast","Other","proportion",0.865079365079365,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Counties Manukau","Other","proportion",0.882352941176471,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","proportion",0.837837837837838,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Hutt Valley","Other","proportion",0.833333333333333,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Lakes","Other","proportion",0.533333333333333,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"MidCentral","Other","proportion",0.794871794871795,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","proportion",0.647058823529412,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Northland","Other","proportion",0.676470588235294,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"South Canterbury","Other","proportion",0.833333333333333,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Southern","Other","proportion",0.767676767676768,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Tairawhiti","Other","proportion",0.333333333333333,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Taranaki","Other","proportion",0.785714285714286,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waikato","Other","proportion",0.816091954022989,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Wairarapa","Other","proportion",1,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Waitemata","Other","proportion",0.796875,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"West Coast","Other","proportion",0.181818181818182,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"Whanganui","Other","proportion",0.833333333333333,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
"National","Other","proportion",0.803892215568862,"5 years","1 April 2020 to 30 June 2020 (Excel, 126 KB).xlsx","Ethnicity"
