"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Lakes","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Pacific","full","29","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Pacific","full","10","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Pacific","full","30","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Pacific","full","34","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Pacific","full","187","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Pacific","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Pacific","full","11","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Pacific","full","1417","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Pacific","proportion","0.784375","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Pacific","proportion","0.75","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Pacific","proportion","0.773809523809524","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Pacific","proportion","0.855555555555556","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Pacific","proportion","0.742138364779874","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Pacific","proportion","0.931034482758621","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Pacific","proportion","0.786666666666667","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Pacific","proportion","0.7","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Pacific","proportion","0.90625","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Pacific","proportion","0.727272727272727","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Pacific","proportion","0.666666666666667","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Pacific","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Pacific","proportion","0.810810810810811","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Pacific","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Pacific","proportion","0.6","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Pacific","proportion","0.618181818181818","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Pacific","proportion","0.75","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Pacific","proportion","0.782426778242678","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Pacific","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Pacific","proportion","0.916666666666667","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Pacific","proportion","0.768438177874187","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Asian","eligible","337","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Asian","eligible","36","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Asian","eligible","134","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Asian","eligible","103","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Asian","eligible","325","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Asian","eligible","18","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Asian","eligible","57","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Asian","eligible","21","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Asian","eligible","29","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Asian","eligible","22","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Asian","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Asian","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Asian","eligible","40","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Asian","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Asian","eligible","15","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Asian","eligible","103","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Asian","eligible","0","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Asian","eligible","310","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Asian","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Asian","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Asian","eligible","1569","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Asian","full","266","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Asian","full","29","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Asian","full","110","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Asian","full","92","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Asian","full","239","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Asian","full","17","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Asian","full","46","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Asian","full","19","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Asian","full","26","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Asian","full","22","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Asian","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Asian","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Asian","full","33","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Asian","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Asian","full","13","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Asian","full","81","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Asian","full","0","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Asian","full","256","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Asian","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Asian","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Asian","full","1266","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Asian","proportion","0.78931750741839768","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Asian","proportion","0.80555555555555558","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Asian","proportion","0.82089552238805974","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Asian","proportion","0.89320388349514568","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Asian","proportion","0.73538461538461541","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Asian","proportion","0.94444444444444442","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Asian","proportion","0.80701754385964908","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Asian","proportion","0.90476190476190477","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Asian","proportion","0.89655172413793105","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Asian","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Asian","proportion","0.8571428571428571","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Asian","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Asian","proportion","0.82499999999999996","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Asian","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Asian","proportion","0.8666666666666667","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Asian","proportion","0.78640776699029125","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Asian","proportion","-","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Asian","proportion","0.82580645161290323","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Asian","proportion","0.66666666666666663","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Asian","proportion","1","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Asian","proportion","0.80688336520076487","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Other","eligible","259","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Other","eligible","93","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Other","eligible","263","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Other","eligible","153","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Other","eligible","243","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Other","eligible","45","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Other","eligible","83","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Other","eligible","38","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Other","eligible","66","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Other","eligible","78","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Other","eligible","71","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Other","eligible","19","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Other","eligible","109","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Other","eligible","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Other","eligible","44","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Other","eligible","177","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Other","eligible","17","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Other","eligible","420","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Other","eligible","23","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Other","eligible","25","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Other","eligible","2232","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Other","full","192","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Other","full","50","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Other","full","176","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Other","full","125","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Other","full","165","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Other","full","34","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Other","full","63","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Other","full","24","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Other","full","59","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Other","full","61","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Other","full","50","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Other","full","15","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Other","full","80","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Other","full","n/s","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Other","full","32","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Other","full","110","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Other","full","13","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Other","full","294","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Other","full","14","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Other","full","16","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Other","full","1576","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Other","proportion","0.741312741312741","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Other","proportion","0.537634408602151","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Other","proportion","0.669201520912547","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Other","proportion","0.816993464052288","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Other","proportion","0.679012345679012","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Other","proportion","0.755555555555556","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Other","proportion","0.759036144578313","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Other","proportion","0.631578947368421","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Other","proportion","0.893939393939394","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Other","proportion","0.782051282051282","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Other","proportion","0.704225352112676","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Other","proportion","0.789473684210526","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Other","proportion","0.73394495412844","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Other","proportion","0.5","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Other","proportion","0.727272727272727","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Other","proportion","0.621468926553672","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Other","proportion","0.764705882352941","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Other","proportion","0.7","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Other","proportion","0.608695652173913","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Other","proportion","0.64","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Other","proportion","0.706093189964158","5 Years","1 April 2013 to 30 June 2013 (Excel, 2.2 MB).xls","Ethnicity"
