"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Capital and Coast","NZE","eligible","333","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","eligible","261","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","eligible","212","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","eligible","215","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","eligible","122","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","eligible","291","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","eligible","235","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","eligible","183","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","eligible","136","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","eligible","599","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","eligible","35","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","eligible","215","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","eligible","548","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","eligible","71","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","eligible","633","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","eligible","47","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","eligible","78","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","eligible","5639","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","NZE","full","340","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","full","221","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","NZE","full","724","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","full","307","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","full","223","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","full","195","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","full","194","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","full","106","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","full","276","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","full","207","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","full","151","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","full","127","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","full","562","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","full","33","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","full","184","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","full","477","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","full","67","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","full","530","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","full","43","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","full","69","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","full","5036","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","NZE","proportion","0.921409214092141","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","proportion","0.786476868327402","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","NZE","proportion","0.934193548387097","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","proportion","0.921921921921922","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","proportion","0.854406130268199","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","proportion","0.919811320754717","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","proportion","0.902325581395349","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","proportion","0.868852459016393","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","proportion","0.948453608247423","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.880851063829787","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","proportion","0.825136612021858","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","proportion","0.933823529411765","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","proportion","0.938230383973289","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","proportion","0.942857142857143","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","proportion","0.855813953488372","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","proportion","0.87043795620438","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","proportion","0.943661971830986","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","proportion","0.837282780410742","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","proportion","0.914893617021276","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","proportion","0.884615384615385","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","proportion","0.893066146479872","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","eligible","222","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","eligible","326","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","eligible","261","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","eligible","174","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","eligible","597","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","eligible","267","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","eligible","139","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","eligible","225","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","eligible","199","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","eligible","84","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","eligible","387","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","eligible","32","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","eligible","156","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","eligible","128","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","eligible","117","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","eligible","561","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","eligible","42","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","eligible","331","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","eligible","23","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","eligible","101","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","eligible","4372","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","full","175","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","full","260","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","full","239","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","full","153","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","full","495","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","full","251","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","full","121","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","full","197","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","full","187","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","full","69","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","full","315","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","full","26","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","full","144","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","full","113","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","full","102","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","full","450","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","full","37","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","full","260","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","full","22","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","full","87","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","full","3703","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","proportion","0.788288288288288","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","proportion","0.797546012269939","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","proportion","0.915708812260536","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","proportion","0.879310344827586","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","proportion","0.829145728643216","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","proportion","0.940074906367041","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","proportion","0.870503597122302","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","proportion","0.875555555555556","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","proportion","0.939698492462312","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.821428571428571","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","proportion","0.813953488372093","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","proportion","0.8125","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","proportion","0.923076923076923","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","proportion","0.8828125","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","proportion","0.871794871794872","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","proportion","0.802139037433155","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","proportion","0.880952380952381","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","proportion","0.785498489425982","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","proportion","0.956521739130435","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","proportion","0.861386138613861","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","proportion","0.846980786825252","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Pacific","eligible","278","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","eligible","24","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Pacific","eligible","91","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","eligible","97","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","eligible","719","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","eligible","26","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","eligible","55","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Pacific","eligible","32","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","eligible","28","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Pacific","eligible","13","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Pacific","eligible","38","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Pacific","eligible","64","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Pacific","eligible","229","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Pacific","eligible","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"National","Pacific","eligible","1732","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Pacific","full","230","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","full","17","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Pacific","full","87","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","full","89","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","full","634","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","full","24","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","full","51","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Pacific","full","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Pacific","full","30","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","full","25","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Pacific","full","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Pacific","full","36","5 years","1 April 2016 to 30 June 2016 (Excel, 138 KB).xlsx","Ethnicity"
