"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Wairarapa","Total","eligible",587,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Total","eligible",8284,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Total","eligible",396,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Total","eligible",903,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Total","eligible",65824,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Total","full",5214,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Total","full",2660,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Total","full",6048,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Total","full",3531,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Total","full",6899,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Total","full",2159,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Total","full",1962,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Total","full",1305,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Total","full",2251,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Total","full",1542,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Total","full",1983,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Total","full",643,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Total","full",3423,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Total","full",695,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Total","full",1493,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Total","full",4663,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Total","full",533,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Total","full",6856,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Total","full",328,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Total","full",800,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Total","full",54988,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Total","proportion",0.836649550706033,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Total","proportion",0.784660766961652,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Total","proportion",0.90282131661442,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Total","proportion",0.903300076745971,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Total","proportion",0.736757795813755,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Total","proportion",0.922255446390431,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Total","proportion",0.896709323583181,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Total","proportion",0.774940617577197,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Total","proportion",0.922163047931176,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Total","proportion",0.857142857142857,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Total","proportion",0.768306857807052,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Total","proportion",0.918571428571429,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Total","proportion",0.887937743190661,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Total","proportion",0.877525252525252,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Total","proportion",0.878235294117647,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Total","proportion",0.779896303729721,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Total","proportion",0.908006814310051,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Total","proportion",0.827619507484307,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Total","proportion",0.828282828282828,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Total","proportion",0.8859357696567,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Total","proportion",0.835379192999514,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","NZE","eligible",1530,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","NZE","eligible",1308,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","NZE","eligible",3430,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","NZE","eligible",1522,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","NZE","eligible",1222,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","NZE","eligible",877,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","NZE","eligible",765,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","NZE","eligible",458,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","NZE","eligible",1087,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","eligible",985,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","NZE","eligible",780,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","NZE","eligible",464,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","NZE","eligible",2315,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","NZE","eligible",182,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","NZE","eligible",904,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","NZE","eligible",2375,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","NZE","eligible",311,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","NZE","eligible",2716,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","NZE","eligible",222,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","NZE","eligible",375,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","NZE","eligible",23828,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","NZE","full",1344,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","NZE","full",1076,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","NZE","full",3183,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","NZE","full",1387,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","NZE","full",978,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","NZE","full",802,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","NZE","full",714,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","NZE","full",379,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","NZE","full",1008,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","full",869,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","NZE","full",643,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","NZE","full",432,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","NZE","full",2083,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","NZE","full",163,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","NZE","full",817,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","NZE","full",1934,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","NZE","full",288,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","NZE","full",2320,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","NZE","full",200,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","NZE","full",340,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","NZE","full",20960,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","NZE","proportion",0.87843137254902,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","NZE","proportion",0.82262996941896,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","NZE","proportion",0.92798833819242,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","NZE","proportion",0.911300919842313,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","NZE","proportion",0.800327332242226,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","NZE","proportion",0.914481185860889,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","NZE","proportion",0.933333333333333,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","NZE","proportion",0.827510917030568,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","NZE","proportion",0.927322907083717,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","proportion",0.882233502538071,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","NZE","proportion",0.824358974358974,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","NZE","proportion",0.931034482758621,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","NZE","proportion",0.899784017278618,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","NZE","proportion",0.895604395604396,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","NZE","proportion",0.903761061946903,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","NZE","proportion",0.814315789473684,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","NZE","proportion",0.92604501607717,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","NZE","proportion",0.85419734904271,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","NZE","proportion",0.900900900900901,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","NZE","proportion",0.906666666666667,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","NZE","proportion",0.879637401376532,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Maori","eligible",765,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Maori","eligible",1388,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Maori","eligible",1032,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Maori","eligible",692,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Maori","eligible",2467,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Maori","eligible",1065,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Maori","eligible",614,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Maori","eligible",964,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Maori","eligible",859,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","eligible",334,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Maori","eligible",1499,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Maori","eligible",110,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Maori","eligible",701,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Maori","eligible",532,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Maori","eligible",513,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Maori","eligible",2254,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Maori","eligible",187,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Maori","eligible",1361,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Maori","eligible",86,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Maori","eligible",384,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Maori","eligible",17807,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Maori","full",620,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Maori","full",1064,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Maori","full",955,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Maori","full",616,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Maori","full",1713,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Maori","full",991,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Maori","full",545,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Maori","full",741,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Maori","full",794,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","full",289,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Maori","full",1124,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Maori","full",103,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Maori","full",631,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Maori","full",463,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Maori","full",432,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Maori","full",1723,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Maori","full",167,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Maori","full",1040,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Maori","full",77,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Maori","full",341,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Maori","full",14429,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Maori","proportion",0.810457516339869,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Maori","proportion",0.76657060518732,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Maori","proportion",0.925387596899225,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Maori","proportion",0.890173410404624,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Maori","proportion",0.694365626266721,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Maori","proportion",0.930516431924883,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Maori","proportion",0.887622149837134,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Maori","proportion",0.768672199170125,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Maori","proportion",0.924330616996508,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","proportion",0.865269461077844,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Maori","proportion",0.749833222148099,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Maori","proportion",0.936363636363636,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Maori","proportion",0.900142653352354,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Maori","proportion",0.870300751879699,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Maori","proportion",0.842105263157895,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Maori","proportion",0.764418811002662,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Maori","proportion",0.893048128342246,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Maori","proportion",0.764144011756062,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Maori","proportion",0.895348837209302,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Maori","proportion",0.888020833333333,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Maori","proportion",0.810299320491941,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Pacific","eligible",1237,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","eligible",95,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Pacific","eligible",345,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Pacific","eligible",408,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Pacific","eligible",3192,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","eligible",120,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Pacific","eligible",244,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Pacific","eligible",52,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Pacific","eligible",103,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","eligible",52,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Pacific","eligible",48,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Pacific","eligible",28,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Pacific","eligible",137,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Pacific","eligible",22,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Pacific","eligible",26,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Pacific","eligible",259,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Wairarapa","Pacific","eligible",18,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waitemata","Pacific","eligible",920,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"West Coast","Pacific","eligible",10,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Whanganui","Pacific","eligible",36,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"National","Pacific","eligible",7352,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Auckland","Pacific","full",1015,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","full",81,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Canterbury","Pacific","full",319,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Capital & Coast","Pacific","full",389,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Counties Manukau","Pacific","full",2361,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","full",113,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Hutt Valley","Pacific","full",209,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Lakes","Pacific","full",39,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Midcentral","Pacific","full",97,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full",45,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Northland","Pacific","full",36,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"South Canterbury","Pacific","full",25,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Southern","Pacific","full",125,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Tairawhiti","Pacific","full",21,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Taranaki","Pacific","full",22,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
"Waikato","Pacific","full",203,"5 years","1 April 2015 to 31 March 2016 (Excel, 190 KB).xls","Ethnicity"
