"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Tairawhiti","Pacific","full",16,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Pacific","full",25,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Pacific","full",194,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Pacific","full",9,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Pacific","full",756,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Pacific","full",9,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Pacific","full",23,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Pacific","full",5654,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Pacific","proportion",0.809053497942387,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","proportion",0.72,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Pacific","proportion",0.888888888888889,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Pacific","proportion",0.897959183673469,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Pacific","proportion",0.72808701215611,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","proportion",0.908333333333333,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Pacific","proportion",0.897959183673469,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Pacific","proportion",0.529411764705882,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Pacific","proportion",0.916666666666667,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","proportion",0.884057971014493,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Pacific","proportion",0.853658536585366,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Pacific","proportion",0.941176470588235,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Pacific","proportion",0.876811594202899,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Pacific","proportion",0.842105263157895,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Pacific","proportion",0.892857142857143,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Pacific","proportion",0.785425101214575,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Pacific","proportion",1,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Pacific","proportion",0.75751503006012,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Pacific","proportion",0.9,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Pacific","proportion",0.793103448275862,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Pacific","proportion",0.780939226519337,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Asian","eligible",1623,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Asian","eligible",176,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Asian","eligible",584,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Asian","eligible",500,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Asian","eligible",1400,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Asian","eligible",102,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Asian","eligible",237,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Asian","eligible",65,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Asian","eligible",139,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","eligible",98,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Asian","eligible",61,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Asian","eligible",22,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Asian","eligible",180,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Asian","eligible",24,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Asian","eligible",59,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Asian","eligible",435,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Asian","eligible",9,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Asian","eligible",1444,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Asian","eligible",17,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Asian","eligible",23,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Asian","eligible",7198,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Asian","full",1339,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Asian","full",141,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Asian","full",501,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Asian","full",449,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Asian","full",1079,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Asian","full",91,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Asian","full",212,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Asian","full",42,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Asian","full",124,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","full",81,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Asian","full",56,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Asian","full",20,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Asian","full",149,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Asian","full",22,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Asian","full",53,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Asian","full",336,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Asian","full",8,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Asian","full",1206,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Asian","full",13,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Asian","full",18,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Asian","full",5940,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Asian","proportion",0.825015403573629,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Asian","proportion",0.801136363636364,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Asian","proportion",0.857876712328767,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Asian","proportion",0.898,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Asian","proportion",0.770714285714286,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Asian","proportion",0.892156862745098,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Asian","proportion",0.894514767932489,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Asian","proportion",0.646153846153846,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Asian","proportion",0.892086330935252,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","proportion",0.826530612244898,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Asian","proportion",0.918032786885246,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Asian","proportion",0.909090909090909,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Asian","proportion",0.827777777777778,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Asian","proportion",0.916666666666667,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Asian","proportion",0.898305084745763,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Asian","proportion",0.772413793103448,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Asian","proportion",0.888888888888889,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Asian","proportion",0.835180055401662,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Asian","proportion",0.764705882352941,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Asian","proportion",0.782608695652174,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Asian","proportion",0.825229230341762,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Other","eligible",1074,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Other","eligible",373,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Other","eligible",1132,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Other","eligible",682,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Other","eligible",965,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Other","eligible",217,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Other","eligible",292,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Other","eligible",146,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Other","eligible",214,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Other","eligible",320,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Other","eligible",209,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Other","eligible",46,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Other","eligible",568,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Other","eligible",35,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Other","eligible",198,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Other","eligible",645,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Other","eligible",50,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Other","eligible",1651,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Other","eligible",63,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Other","eligible",110,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Other","eligible",8990,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Other","full",806,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Other","full",247,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Other","full",863,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Other","full",594,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Other","full",703,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Other","full",183,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Other","full",233,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Other","full",94,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Other","full",186,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Other","full",233,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Other","full",132,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Other","full",37,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Other","full",452,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Other","full",26,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Other","full",147,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Other","full",431,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Other","full",40,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Other","full",1258,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Other","full",27,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Other","full",86,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Other","full",6778,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Auckland","Other","proportion",0.750465549348231,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Bay of Plenty","Other","proportion",0.662198391420912,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Canterbury","Other","proportion",0.762367491166078,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Capital & Coast","Other","proportion",0.870967741935484,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Counties Manukau","Other","proportion",0.728497409326425,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hawkes Bay","Other","proportion",0.84331797235023,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Hutt Valley","Other","proportion",0.797945205479452,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Lakes","Other","proportion",0.643835616438356,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Midcentral","Other","proportion",0.869158878504673,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Nelson Marlborough","Other","proportion",0.728125,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Northland","Other","proportion",0.631578947368421,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"South Canterbury","Other","proportion",0.804347826086957,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Southern","Other","proportion",0.795774647887324,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Tairawhiti","Other","proportion",0.742857142857143,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Taranaki","Other","proportion",0.742424242424242,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waikato","Other","proportion",0.668217054263566,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Wairarapa","Other","proportion",0.8,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Waitemata","Other","proportion",0.761962447001817,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"West Coast","Other","proportion",0.428571428571429,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"Whanganui","Other","proportion",0.781818181818182,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
"National","Other","proportion",0.753948832035595,"5 years","1 April 2014 to 31 March 2015 (Excel, 201 KB).xls","Ethnicity"
