"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Canterbury","Total","proportion","0.92069602710194","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Total","proportion","0.901551631888711","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Total","proportion","0.89451427228944","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Total","proportion","0.905325443786982","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Total","proportion","0.901114881240911","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Total","proportion","0.823373173970783","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Total","proportion","0.91217119928667","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Total","proportion","0.872241579558653","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Total","proportion","0.83578431372549","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Total","proportion","0.907433380084151","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Total","proportion","0.920797272488854","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Total","proportion","0.892247043363995","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Total","proportion","0.881038647342995","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Total","proportion","0.850606585788562","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Total","proportion","0.922382671480144","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Total","proportion","0.856816542438086","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Total","proportion","0.764864864864865","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Total","proportion","0.881880733944954","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Total","proportion","0.877773718569817","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","NZE","eligible","1682","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","eligible","1461","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","NZE","eligible","3636","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","eligible","1627","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","eligible","1571","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","eligible","1015","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","eligible","854","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","NZE","eligible","519","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","NZE","eligible","1098","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","eligible","1127","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","NZE","eligible","896","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","NZE","eligible","489","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","NZE","eligible","2445","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","eligible","226","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","NZE","eligible","943","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","NZE","eligible","2553","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","NZE","eligible","311","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","NZE","eligible","3142","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","NZE","eligible","213","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","NZE","eligible","387","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","NZE","eligible","26195","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","NZE","full","1513","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","full","1245","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","NZE","full","3451","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","full","1501","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","full","1411","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","full","934","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","full","797","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","NZE","full","446","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","NZE","full","1025","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","full","1013","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","NZE","full","753","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","NZE","full","449","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","NZE","full","2311","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","full","211","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","NZE","full","863","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","NZE","full","2254","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","NZE","full","286","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","NZE","full","2750","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","NZE","full","194","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","NZE","full","361","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","NZE","full","23768","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","NZE","proportion","0.899524375743163","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","proportion","0.852156057494867","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","NZE","proportion","0.949119911991199","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","proportion","0.922556853103872","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","proportion","0.898154042011458","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","proportion","0.920197044334975","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","proportion","0.933255269320843","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","NZE","proportion","0.859344894026975","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","NZE","proportion","0.933515482695811","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.898846495119787","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","NZE","proportion","0.840401785714286","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","NZE","proportion","0.918200408997955","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","NZE","proportion","0.94519427402863","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","proportion","0.933628318584071","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","NZE","proportion","0.915164369034995","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","NZE","proportion","0.882882882882883","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","NZE","proportion","0.919614147909968","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","NZE","proportion","0.875238701464035","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","NZE","proportion","0.910798122065728","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","NZE","proportion","0.9328165374677","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","NZE","proportion","0.907348730673793","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Maori","eligible","613","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","eligible","1235","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Maori","eligible","932","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","eligible","643","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","eligible","1747","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","eligible","947","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","eligible","497","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Maori","eligible","752","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Maori","eligible","682","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","eligible","291","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Maori","eligible","1296","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Maori","eligible","98","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Maori","eligible","615","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","eligible","465","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Maori","eligible","500","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Maori","eligible","1908","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Maori","eligible","180","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Maori","eligible","1073","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Maori","eligible","67","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Maori","eligible","362","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Maori","eligible","14903","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Maori","full","484","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","full","928","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Maori","full","847","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","full","563","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","full","1466","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","full","850","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","full","436","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Maori","full","613","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Maori","full","624","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","full","249","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Maori","full","1087","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Maori","full","95","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Maori","full","558","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","full","417","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Maori","full","421","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Maori","full","1573","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Maori","full","172","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Maori","full","883","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Maori","full","53","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Maori","full","307","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Maori","full","12626","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Maori","proportion","0.789559543230016","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","proportion","0.751417004048583","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Maori","proportion","0.908798283261803","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","proportion","0.875583203732504","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","proportion","0.839152833428735","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","proportion","0.897571277719113","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","proportion","0.877263581488934","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Maori","proportion","0.815159574468085","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Maori","proportion","0.914956011730205","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.855670103092783","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Maori","proportion","0.838734567901235","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Maori","proportion","0.969387755102041","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Maori","proportion","0.907317073170732","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","proportion","0.896774193548387","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Maori","proportion","0.842","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Maori","proportion","0.824423480083857","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Maori","proportion","0.955555555555556","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Maori","proportion","0.822926374650513","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Maori","proportion","0.791044776119403","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Maori","proportion","0.848066298342541","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Maori","proportion","0.847211970744145","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Pacific","eligible","981","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","eligible","96","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Pacific","eligible","283","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","eligible","400","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","eligible","2673","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","eligible","145","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","eligible","206","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Pacific","eligible","47","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Pacific","eligible","112","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","eligible","45","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Pacific","eligible","70","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","eligible","19","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Pacific","eligible","131","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","eligible","21","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Pacific","eligible","20","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Pacific","eligible","271","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","eligible","ns","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Pacific","eligible","864","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Pacific","eligible","ns","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Pacific","eligible","34","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Pacific","eligible","6435","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Pacific","full","845","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","full","76","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Pacific","full","261","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","full","367","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","full","2428","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","full","126","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","full","177","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Pacific","full","44","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Pacific","full","100","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","full","36","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Pacific","full","63","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full","19","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
