"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Midcentral","Pacific","full","64","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full","43","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Pacific","full","27","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Pacific","full","58","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Pacific","full","17","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Pacific","full","45","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Pacific","full","14","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Pacific","full","29","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Pacific","full","152","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Pacific","full","14","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Pacific","full","865","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Pacific","full","n/s","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Pacific","full","19","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Pacific","full","6088","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Pacific","proportion","0.846560846560847","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","proportion","0.828125","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Pacific","proportion","0.871886120996441","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Pacific","proportion","0.894009216589862","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Pacific","proportion","0.843286044209832","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","proportion","0.897435897435897","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Pacific","proportion","0.895752895752896","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Pacific","proportion","0.790697674418605","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Pacific","proportion","0.727272727272727","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","proportion","0.895833333333333","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Pacific","proportion","0.692307692307692","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Pacific","proportion","0.892307692307692","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Pacific","proportion","0.944444444444444","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Pacific","proportion","0.865384615384615","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Pacific","proportion","0.875","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Pacific","proportion","0.935483870967742","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Pacific","proportion","0.858757062146893","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Pacific","proportion","0.933333333333333","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Pacific","proportion","0.904811715481172","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Pacific","proportion","0.888888888888889","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Pacific","proportion","0.863636363636364","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Pacific","proportion","0.857948139797069","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Asian","eligible","1456","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Asian","eligible","139","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Asian","eligible","498","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Asian","eligible","465","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Asian","eligible","1302","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Asian","eligible","59","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Asian","eligible","203","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Asian","eligible","55","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Asian","eligible","110","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","eligible","75","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Asian","eligible","59","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Asian","eligible","74","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Asian","eligible","26","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Asian","eligible","50","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Asian","eligible","13","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Asian","eligible","40","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Asian","eligible","343","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Asian","eligible","n/s","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Asian","eligible","1177","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Asian","eligible","12","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Asian","eligible","14","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Asian","eligible","6182","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Asian","full","1294","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Asian","full","121","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Asian","full","441","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Asian","full","428","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Asian","full","1207","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Asian","full","58","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Asian","full","185","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Asian","full","49","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Asian","full","98","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","full","68","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Asian","full","52","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Asian","full","66","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Asian","full","25","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Asian","full","48","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Asian","full","10","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Asian","full","37","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Asian","full","306","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Asian","full","n/s","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Asian","full","1103","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Asian","full","11","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Asian","full","12","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Asian","full","5627","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Asian","proportion","0.888736263736264","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Asian","proportion","0.870503597122302","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Asian","proportion","0.885542168674699","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Asian","proportion","0.920430107526882","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Asian","proportion","0.927035330261137","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Asian","proportion","0.983050847457627","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Asian","proportion","0.911330049261084","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Asian","proportion","0.890909090909091","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Asian","proportion","0.890909090909091","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Asian","proportion","0.906666666666667","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Asian","proportion","0.88135593220339","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Asian","proportion","0.891891891891892","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Asian","proportion","0.961538461538462","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Asian","proportion","0.96","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Asian","proportion","0.769230769230769","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Asian","proportion","0.925","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Asian","proportion","0.892128279883382","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Asian","proportion","0.777777777777778","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Asian","proportion","0.937128292268479","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Asian","proportion","0.916666666666667","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Asian","proportion","0.857142857142857","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Asian","proportion","0.910223228728567","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Other","eligible","1237","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Other","eligible","329","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Other","eligible","1287","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Other","eligible","697","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Other","eligible","1005","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Other","eligible","166","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Other","eligible","320","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Other","eligible","158","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Other","eligible","287","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Other","eligible","270","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Other","eligible","204","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Other","eligible","264","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Other","eligible","59","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Other","eligible","164","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Other","eligible","45","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Other","eligible","126","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Other","eligible","576","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Other","eligible","46","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Other","eligible","1729","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Other","eligible","68","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Other","eligible","138","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Other","eligible","9186","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Other","full","973","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Other","full","226","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Other","full","1059","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Other","full","576","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Other","full","850","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Other","full","147","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Other","full","247","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Other","full","127","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Other","full","231","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Other","full","210","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Other","full","143","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Other","full","219","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Other","full","46","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Other","full","147","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Other","full","29","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Other","full","102","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Other","full","445","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Other","full","31","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Other","full","1469","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Other","full","29","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Other","full","114","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Other","full","7421","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Auckland","Other","proportion","0.786580436540016","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Bay of Plenty","Other","proportion","0.68693009118541","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Canterbury","Other","proportion","0.822843822843823","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Capital & Coast","Other","proportion","0.826398852223816","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Counties Manukau","Other","proportion","0.845771144278607","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hawkes Bay","Other","proportion","0.885542168674699","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Hutt Valley","Other","proportion","0.771875","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Lakes","Other","proportion","0.80379746835443","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Midcentral","Other","proportion","0.804878048780488","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Nelson Marlborough","Other","proportion","0.777777777777778","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Northland","Other","proportion","0.700980392156863","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Otago","Other","proportion","0.829545454545455","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"South Canterbury","Other","proportion","0.779661016949153","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Southland","Other","proportion","0.896341463414634","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Tairawhiti","Other","proportion","0.644444444444444","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Taranaki","Other","proportion","0.80952380952381","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waikato","Other","proportion","0.772569444444444","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Wairarapa","Other","proportion","0.673913043478261","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Waitemata","Other","proportion","0.849624060150376","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"West Coast","Other","proportion","0.426470588235294","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"Whanganui","Other","proportion","0.826086956521739","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
"National","Other","proportion","0.807859786631831","24 months","1 April 2009 to 1 April 2010 (Excel, 185 KB).xls","Ethnicity"
