"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Northland","Pacific","full","20","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Pacific","full","29","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Pacific","full","65","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Pacific","full","189","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Pacific","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Pacific","full","1454","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Pacific","proportion","0.823293172690763","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","proportion","0.823529411764706","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Pacific","proportion","0.9","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","proportion","0.955056179775281","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","proportion","0.915954415954416","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","proportion","0.909090909090909","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","proportion","0.931034482758621","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Pacific","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Pacific","proportion","0.88","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","proportion","0.833333333333333","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Pacific","proportion","0.952380952380952","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Pacific","proportion","0.90625","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Pacific","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Pacific","proportion","0.89041095890411","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","proportion","0.333333333333333","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Pacific","proportion","0.818181818181818","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Pacific","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Pacific","proportion","0.75","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Pacific","proportion","0.886585365853659","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Asian","eligible","434","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","eligible","58","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Asian","eligible","216","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","eligible","134","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","eligible","472","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","eligible","31","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","eligible","83","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Asian","eligible","19","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Asian","eligible","36","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","eligible","25","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Asian","eligible","22","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Asian","eligible","12","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Asian","eligible","75","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Asian","eligible","20","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Asian","eligible","151","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Asian","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Asian","eligible","499","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Asian","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Asian","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Asian","eligible","2312","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Asian","full","375","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","full","45","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Asian","full","204","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","full","125","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","full","443","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","full","30","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","full","74","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Asian","full","12","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Asian","full","34","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","full","23","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Asian","full","18","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Asian","full","10","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Asian","full","70","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Asian","full","17","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Asian","full","136","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Asian","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Asian","full","454","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Asian","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Asian","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Asian","full","2091","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Asian","proportion","0.86405529953917","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","proportion","0.775862068965517","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Asian","proportion","0.944444444444444","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","proportion","0.932835820895522","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","proportion","0.938559322033898","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","proportion","0.967741935483871","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","proportion","0.891566265060241","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Asian","proportion","0.631578947368421","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Asian","proportion","0.944444444444444","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","proportion","0.92","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Asian","proportion","0.818181818181818","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Asian","proportion","0.833333333333333","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Asian","proportion","0.933333333333333","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","proportion","0.571428571428571","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Asian","proportion","0.85","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Asian","proportion","0.900662251655629","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Asian","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Asian","proportion","0.909819639278557","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Asian","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Asian","proportion","0.875","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Asian","proportion","0.904411764705882","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Other","eligible","158","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","eligible","75","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Other","eligible","154","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Other","eligible","131","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Other","eligible","121","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","eligible","29","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Other","eligible","54","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Other","eligible","18","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Other","eligible","33","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","eligible","33","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Other","eligible","26","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Other","eligible","15","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Other","eligible","74","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Other","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Other","eligible","27","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Other","eligible","106","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Other","eligible","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Other","eligible","266","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Other","eligible","10","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Other","eligible","10","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Other","eligible","1357","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Other","full","119","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","full","45","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Other","full","118","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Other","full","113","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Other","full","107","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","full","29","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Other","full","44","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Other","full","14","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Other","full","27","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","full","26","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Other","full","20","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Other","full","11","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Other","full","67","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Other","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Other","full","18","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Other","full","69","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Other","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Other","full","190","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Other","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Other","full","n/s","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Other","full","1039","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Auckland","Other","proportion","0.753164556962025","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","proportion","0.6","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Canterbury","Other","proportion","0.766233766233766","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Capital and Coast","Other","proportion","0.862595419847328","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Counties Manukau","Other","proportion","0.884297520661157","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","proportion","1","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Hutt Valley","Other","proportion","0.814814814814815","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Lakes","Other","proportion","0.777777777777778","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"MidCentral","Other","proportion","0.818181818181818","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","proportion","0.787878787878788","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Northland","Other","proportion","0.769230769230769","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"South Canterbury","Other","proportion","0.733333333333333","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Southern","Other","proportion","0.905405405405405","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Tairawhiti","Other","proportion","0.666666666666667","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Taranaki","Other","proportion","0.666666666666667","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waikato","Other","proportion","0.650943396226415","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Wairarapa","Other","proportion","0.875","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Waitemata","Other","proportion","0.714285714285714","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"West Coast","Other","proportion","0.2","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"Whanganui","Other","proportion","0.7","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
"National","Other","proportion","0.765659543109801","5 years","1 April 2018 to 30 June 2018 (Excel, 134 KB).xlsx","Ethnicity"
