"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Auckland","NZE","eligible","365","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","eligible","323","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","NZE","eligible","766","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","eligible","347","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","eligible","295","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","eligible","208","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","eligible","194","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","NZE","eligible","111","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","NZE","eligible","218","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","eligible","219","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","NZE","eligible","173","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","NZE","eligible","117","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","NZE","eligible","518","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","eligible","48","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","NZE","eligible","230","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","NZE","eligible","596","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","NZE","eligible","68","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","NZE","eligible","638","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","NZE","eligible","44","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","NZE","eligible","86","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","NZE","eligible","5564","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","NZE","full","340","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","full","282","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","NZE","full","731","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","full","321","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","full","271","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","full","193","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","full","180","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","NZE","full","99","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","NZE","full","205","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","full","193","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","NZE","full","146","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","NZE","full","111","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","NZE","full","484","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","full","44","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","NZE","full","215","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","NZE","full","517","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","NZE","full","66","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","NZE","full","554","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","NZE","full","40","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","NZE","full","77","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","NZE","full","5069","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","NZE","proportion","0.931506849315068","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","proportion","0.873065015479876","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","NZE","proportion","0.954308093994778","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","proportion","0.92507204610951","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","proportion","0.91864406779661","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","proportion","0.927884615384615","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","proportion","0.927835051546392","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","NZE","proportion","0.891891891891892","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","NZE","proportion","0.940366972477064","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.881278538812785","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","NZE","proportion","0.84393063583815","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","NZE","proportion","0.948717948717949","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","NZE","proportion","0.934362934362934","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","proportion","0.916666666666667","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","NZE","proportion","0.934782608695652","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","NZE","proportion","0.86744966442953","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","NZE","proportion","0.970588235294118","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","NZE","proportion","0.86833855799373","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","NZE","proportion","0.909090909090909","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","NZE","proportion","0.895348837209302","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","NZE","proportion","0.911035226455787","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","Maori","eligible","179","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","eligible","346","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","Maori","eligible","264","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","eligible","165","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","eligible","595","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","eligible","269","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","eligible","145","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","Maori","eligible","266","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","Maori","eligible","198","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","eligible","97","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","Maori","eligible","372","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","Maori","eligible","25","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","Maori","eligible","191","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","eligible","119","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","Maori","eligible","137","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","Maori","eligible","576","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","Maori","eligible","55","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","Maori","eligible","309","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","Maori","eligible","19","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","Maori","eligible","112","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","Maori","eligible","4439","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","Maori","full","141","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","full","268","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","Maori","full","242","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","full","141","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","full","529","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","full","247","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","full","134","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","Maori","full","224","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","Maori","full","182","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","full","86","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","Maori","full","316","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","Maori","full","24","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","Maori","full","178","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","full","103","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","Maori","full","129","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","Maori","full","496","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","Maori","full","52","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","Maori","full","243","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","Maori","full","19","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","Maori","full","105","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","Maori","full","3859","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","Maori","proportion","0.787709497206704","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","proportion","0.774566473988439","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","Maori","proportion","0.916666666666667","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","proportion","0.854545454545454","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","proportion","0.889075630252101","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","proportion","0.9182156133829","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","proportion","0.924137931034483","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","Maori","proportion","0.842105263157895","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","Maori","proportion","0.919191919191919","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.88659793814433","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","Maori","proportion","0.849462365591398","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","Maori","proportion","0.96","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","Maori","proportion","0.931937172774869","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","proportion","0.865546218487395","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","Maori","proportion","0.941605839416058","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","Maori","proportion","0.861111111111111","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","Maori","proportion","0.945454545454545","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","Maori","proportion","0.786407766990291","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","Maori","proportion","1","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","Maori","proportion","0.9375","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","Maori","proportion","0.86933994142825","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","Pacific","eligible","258","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","eligible","24","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","Pacific","eligible","88","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","eligible","106","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","eligible","696","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","eligible","34","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","eligible","50","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","Pacific","eligible","31","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","eligible","21","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","Pacific","eligible","12","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","Pacific","eligible","42","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Taranaki","Pacific","eligible","10","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waikato","Pacific","eligible","67","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Waitemata","Pacific","eligible","207","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"West Coast","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Whanganui","Pacific","eligible","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"National","Pacific","eligible","1676","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Auckland","Pacific","full","221","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","full","24","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Canterbury","Pacific","full","83","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","full","100","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","full","656","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","full","34","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","full","45","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Lakes","Pacific","full","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"MidCentral","Pacific","full","27","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","full","18","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Northland","Pacific","full","12","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
"Southern","Pacific","full","37","5 years","1 April 2017 to 30 June 2017 (Excel, 135 KB).xlsx","Ethnicity"
