"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"MidCentral","Total","full","549","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Total","full","364","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Total","full","513","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Total","full","182","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Total","full","852","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Total","full","168","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Total","full","380","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Total","full","1222","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Total","full","126","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Total","full","1813","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Total","full","82","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Total","full","189","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Total","full","13995","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Total","proportion","0.891424619640387","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Total","proportion","0.821917808219178","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Total","proportion","0.919616076784643","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Total","proportion","0.894972067039106","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Total","proportion","0.904977375565611","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Total","proportion","0.898576512455516","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Total","proportion","0.901162790697674","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Total","proportion","0.820652173913043","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Total","proportion","0.915","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Total","proportion","0.866666666666667","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Total","proportion","0.814285714285714","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Total","proportion","0.928571428571429","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Total","proportion","0.928104575163399","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Total","proportion","0.852791878172589","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Total","proportion","0.883720930232558","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Total","proportion","0.853948287910552","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Total","proportion","0.887323943661972","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Total","proportion","0.868295019157088","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Total","proportion","0.901098901098901","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Total","proportion","0.895734597156398","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Total","proportion","0.884583781050502","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","NZE","eligible","396","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","eligible","370","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","NZE","eligible","950","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","eligible","384","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","eligible","366","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","eligible","239","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","eligible","232","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","eligible","141","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","eligible","285","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","eligible","249","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","eligible","238","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","eligible","134","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","eligible","585","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","eligible","54","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","eligible","246","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","eligible","641","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","eligible","74","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","eligible","784","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","eligible","58","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","eligible","93","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","eligible","6519","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","NZE","full","364","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","full","315","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","NZE","full","888","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","full","355","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","full","327","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","full","225","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","full","222","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","full","124","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","full","270","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","full","227","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","full","198","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","full","127","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","full","553","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","full","47","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","full","226","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","full","570","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","full","67","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","full","681","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","full","57","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","full","85","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","full","5928","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","NZE","proportion","0.919191919191919","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","NZE","proportion","0.851351351351351","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","NZE","proportion","0.934736842105263","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","NZE","proportion","0.924479166666667","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","NZE","proportion","0.89344262295082","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","NZE","proportion","0.941422594142259","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","NZE","proportion","0.956896551724138","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","NZE","proportion","0.879432624113475","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","NZE","proportion","0.947368421052632","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.911646586345382","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","NZE","proportion","0.831932773109244","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","NZE","proportion","0.947761194029851","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","NZE","proportion","0.945299145299145","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","NZE","proportion","0.87037037037037","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","NZE","proportion","0.91869918699187","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","NZE","proportion","0.889235569422777","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","NZE","proportion","0.905405405405405","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","NZE","proportion","0.868622448979592","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","NZE","proportion","0.982758620689655","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","NZE","proportion","0.913978494623656","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","NZE","proportion","0.909341923607915","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","eligible","160","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","eligible","296","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","eligible","209","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","eligible","158","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","eligible","465","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","eligible","249","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","eligible","118","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","eligible","179","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","eligible","190","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","eligible","80","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","eligible","320","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","eligible","19","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","eligible","148","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","eligible","131","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","eligible","113","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","eligible","471","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","eligible","48","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","eligible","254","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","eligible","23","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","eligible","93","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","eligible","3724","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","full","143","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","full","231","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","full","185","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","full","136","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","full","400","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","full","215","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","full","99","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","full","139","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","full","169","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","full","66","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","full","257","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","full","16","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","full","138","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","full","112","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","full","96","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","full","388","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","full","42","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","full","214","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","full","19","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","full","80","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","full","3145","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Maori","proportion","0.89375","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Maori","proportion","0.780405405405405","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Maori","proportion","0.885167464114832","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Maori","proportion","0.860759493670886","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Maori","proportion","0.860215053763441","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Maori","proportion","0.863453815261044","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Maori","proportion","0.838983050847458","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Maori","proportion","0.776536312849162","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Maori","proportion","0.889473684210526","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.825","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Maori","proportion","0.803125","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Maori","proportion","0.842105263157895","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Maori","proportion","0.932432432432432","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Maori","proportion","0.854961832061069","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Maori","proportion","0.849557522123894","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Maori","proportion","0.823779193205945","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Maori","proportion","0.875","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Maori","proportion","0.84251968503937","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Maori","proportion","0.826086956521739","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Maori","proportion","0.860215053763441","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Maori","proportion","0.844522019334049","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Pacific","eligible","245","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","eligible","22","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Pacific","eligible","83","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","eligible","99","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","eligible","707","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","eligible","25","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","eligible","38","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Pacific","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Pacific","eligible","31","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","eligible","17","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Pacific","eligible","13","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","eligible","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Pacific","eligible","36","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Pacific","eligible","11","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Pacific","eligible","67","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Pacific","eligible","207","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Pacific","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Pacific","eligible","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Pacific","eligible","1648","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Pacific","full","211","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","full","21","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Pacific","full","80","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","full","88","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","full","653","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","full","23","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","full","36","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Pacific","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Pacific","full","28","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","full","13","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Pacific","full","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","full","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Pacific","full","33","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
